03/12/2025 11:58:20	"MAC Address"	"Vendor"	"SSID"	"Access Point Name"	"Connected AP"	"Signal Strength"	"Quality"	"Station Count"	"Frequency"	"Position"	"Info"	"Adapter"
03/12/2025 11:58:24	D0:4D:C6:F2:FE:10	"Hewlett Packard Enterprise"	"eduroam"	""	""	-92	9	"9"	"Ch 40 [5.200 GHz]"	""	"9 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 11:58:24	D0:4D:C6:F2:F4:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-74	63	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 28% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"28%"
03/12/2025 11:58:29	D0:4D:C6:F2:A2:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-94	3	"1"	"Ch 48 [5.240 GHz]"	""	"1 Station, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:29	D0:4D:C6:F2:A2:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-94	3	"34"	"Ch 48 [5.240 GHz]"	""	"34 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:29	D0:4D:C6:F2:A2:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-94	3	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:29	D0:4D:C6:F2:FE:11	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-94	3	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:29	D0:4D:C6:F2:FE:12	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-92	9	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:29	D0:4D:C6:F2:FE:10	"Hewlett Packard Enterprise"	"eduroam"	""	""	-92	9	"9"	"Ch 40 [5.200 GHz]"	""	"9 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 11:58:29	D0:4D:C6:F2:BF:51	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-91	12	"0"	"Ch 132 [5.660 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"4%"
03/12/2025 11:58:29	D0:4D:C6:F2:BC:52	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-86	27	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	D0:4D:C6:F2:BC:51	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-86	27	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	D0:4D:C6:F2:BC:50	"Hewlett Packard Enterprise"	"eduroam"	""	""	-86	27	"2"	"Ch 153 [5.765 GHz]"	""	"2 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	D0:4D:C6:F2:B9:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-85	30	"0"	"Ch 161 [5.805 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	D0:4D:C6:F2:B9:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-85	30	"0"	"Ch 161 [5.805 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	1C:28:AF:62:B8:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-84	33	"4"	"Ch 56 [5.280 GHz]"	""	"4 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 11:58:29	1C:28:AF:62:B8:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-83	36	"0"	"Ch 56 [5.280 GHz]"	""	"0 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 11:58:29	1C:28:AF:62:B8:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-80	45	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"21%"
03/12/2025 11:58:29	1C:28:AF:62:B8:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-80	45	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"21%"
03/12/2025 11:58:29	1C:28:AF:62:B8:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-79	48	"2"	"Ch 6 [2.437 GHz]"	""	"2 Stations, 26% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"26%"
03/12/2025 11:58:29	D0:4D:C6:F2:B9:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-79	48	"2"	"Ch 6 [2.437 GHz]"	""	"2 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 11:58:29	D0:4D:C6:F2:F4:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-76	57	"2"	"Ch 6 [2.437 GHz]"	""	"2 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 11:58:29	D0:4D:C6:F2:F4:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-76	57	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 11:58:29	D0:4D:C6:F2:B9:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-72	69	"0"	"Ch 161 [5.805 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	1C:28:AF:62:B8:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 56 [5.280 GHz]"	""	"0 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 11:58:29	D0:4D:C6:F2:B9:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 11:58:29	D0:4D:C6:F2:B9:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 11:58:29	D0:4D:C6:F2:F4:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 11:58:29	D0:4D:C6:F2:F4:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-70	75	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 15% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"15%"
03/12/2025 11:58:29	D0:4D:C6:F2:F4:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-70	75	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 15% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"15%"
03/12/2025 11:58:29	D0:4D:C6:F2:F4:B0	"Hewlett Packard Enterprise"	"eduroam"	""	"Connected AP"	-69	76	"12"	"Ch 40 [5.200 GHz]"	""	"12 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 11:58:29	00:1E:42:4C:89:FC	"Teltonika"	"Husky-if-0000513-1"	""	""	-68	77	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 28% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"28%"
03/12/2025 11:58:29	D0:4D:C6:F2:BF:50	"Hewlett Packard Enterprise"	"eduroam"	""	""	-91	12	"11"	"Ch 132 [5.660 GHz]"	""	"11 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"4%"
03/12/2025 11:58:34	D0:4D:C6:F2:A2:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-94	3	"1"	"Ch 48 [5.240 GHz]"	""	"1 Station, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:34	D0:4D:C6:F2:A2:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-94	3	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:34	D0:4D:C6:F2:FE:11	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-94	3	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:34	D0:4D:C6:F2:A2:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-94	3	"34"	"Ch 48 [5.240 GHz]"	""	"34 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:34	D0:4D:C6:F2:FE:12	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-92	9	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:34	D0:4D:C6:F2:FE:10	"Hewlett Packard Enterprise"	"eduroam"	""	""	-92	9	"9"	"Ch 40 [5.200 GHz]"	""	"9 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 11:58:34	D0:4D:C6:F2:BF:52	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-89	18	"0"	"Ch 132 [5.660 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 11:58:34	D0:4D:C6:F2:BF:51	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-89	18	"0"	"Ch 132 [5.660 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 11:58:34	D0:4D:C6:F2:BC:51	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-86	27	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:34	D0:4D:C6:F2:B9:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-86	27	"0"	"Ch 161 [5.805 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"6%"
03/12/2025 11:58:34	D0:4D:C6:F2:BC:52	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-86	27	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:34	D0:4D:C6:F2:B9:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-86	27	"0"	"Ch 161 [5.805 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"6%"
03/12/2025 11:58:34	D0:4D:C6:F2:BC:50	"Hewlett Packard Enterprise"	"eduroam"	""	""	-86	27	"1"	"Ch 153 [5.765 GHz]"	""	"1 Station, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:34	D0:4D:C6:F2:B9:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-86	27	"0"	"Ch 161 [5.805 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"6%"
03/12/2025 11:58:34	D0:4D:C6:F2:FE:02	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-85	30	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 27% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"27%"
03/12/2025 11:58:34	D0:4D:C6:F2:FE:01	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-84	33	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 27% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"27%"
03/12/2025 11:58:34	D0:4D:C6:F2:BC:42	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-82	39	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 14% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"14%"
03/12/2025 11:58:34	1C:28:AF:62:B8:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-82	39	"4"	"Ch 56 [5.280 GHz]"	""	"4 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 11:58:34	1C:28:AF:62:B8:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-81	42	"0"	"Ch 56 [5.280 GHz]"	""	"0 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 11:58:34	1C:28:AF:62:B8:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-80	45	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"21%"
03/12/2025 11:58:34	1C:28:AF:62:B8:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-80	45	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"21%"
03/12/2025 11:58:34	1C:28:AF:62:B8:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-79	48	"2"	"Ch 6 [2.437 GHz]"	""	"2 Stations, 26% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"26%"
03/12/2025 11:58:34	D0:4D:C6:F2:B9:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-79	48	"2"	"Ch 6 [2.437 GHz]"	""	"2 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 11:58:34	D0:4D:C6:F2:F4:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-76	57	"2"	"Ch 6 [2.437 GHz]"	""	"2 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 11:58:34	D0:4D:C6:F2:F4:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-76	57	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 11:58:34	D0:4D:C6:F2:F4:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-73	66	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 11:58:34	D0:4D:C6:F2:F4:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-73	66	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 11:58:34	1C:28:AF:62:B8:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-72	69	"0"	"Ch 56 [5.280 GHz]"	""	"0 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 11:58:34	00:1E:42:4C:89:FC	"Teltonika"	"Husky-if-0000513-1"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 26% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"26%"
03/12/2025 11:58:34	D0:4D:C6:F2:B9:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 11:58:34	D0:4D:C6:F2:B9:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 11:58:34	D0:4D:C6:F2:F4:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 11:58:34	D0:4D:C6:F2:F4:B0	"Hewlett Packard Enterprise"	"eduroam"	""	"Connected AP"	-70	75	"11"	"Ch 40 [5.200 GHz]"	""	"11 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
03/12/2025 11:58:34	D0:4D:C6:F2:BF:50	"Hewlett Packard Enterprise"	"eduroam"	""	""	-89	18	"11"	"Ch 132 [5.660 GHz]"	""	"11 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 11:58:39	D0:4D:C6:F2:A2:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-94	3	"34"	"Ch 48 [5.240 GHz]"	""	"34 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 11:58:39	D0:4D:C6:F2:BC:50	"Hewlett Packard Enterprise"	"eduroam"	""	""	-94	3	"1"	"Ch 153 [5.765 GHz]"	""	"1 Station, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"10%"
