03/12/2025 12:42:02	"MAC Address"	"Vendor"	"SSID"	"Access Point Name"	"Connected AP"	"Signal Strength"	"Quality"	"Station Count"	"Frequency"	"Position"	"Info"	"Adapter"
03/12/2025 12:43:47	1C:28:AF:61:E6:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-61	81	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:47	D0:4D:C6:F2:C8:71	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-60	82	"0"	"Ch 60 [5.300 GHz]"	""	"0 Stations, 17% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"17%"
03/12/2025 12:43:47	D0:4D:C6:F2:C8:72	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-60	82	"0"	"Ch 60 [5.300 GHz]"	""	"0 Stations, 17% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"17%"
03/12/2025 12:43:47	1C:28:AF:61:E6:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-60	82	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:47	1C:28:AF:61:E6:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-60	82	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:47	D0:4D:C6:F2:ED:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-60	82	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 12:43:47	D0:4D:C6:F2:C8:70	"Hewlett Packard Enterprise"	"eduroam"	""	""	-60	82	"16"	"Ch 60 [5.300 GHz]"	""	"16 Stations, 17% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"17%"
03/12/2025 12:43:47	D0:4D:C6:F2:ED:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-58	83	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:47	D0:4D:C6:F2:ED:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-58	83	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:47	D0:4D:C6:F2:ED:B0	"Hewlett Packard Enterprise"	"eduroam"	""	"Connected AP"	-58	83	"9"	"Ch 36 [5.180 GHz]"	""	"9 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:47	D0:4D:C6:F2:ED:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-58	83	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 12:43:47	D0:4D:C6:F2:ED:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-57	84	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 12:43:47	D0:4D:C6:F2:C8:62	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-51	87	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 25% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"25%"
03/12/2025 12:43:47	D0:4D:C6:F2:C8:61	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-51	87	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 25% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"25%"
03/12/2025 12:43:47	D0:4D:C6:F2:C8:60	"Hewlett Packard Enterprise"	"eduroam"	""	""	-51	87	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 25% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"25%"
03/12/2025 12:43:47	D0:4D:C6:F2:EC:90	"Hewlett Packard Enterprise"	"eduroam"	""	""	-95	0	"17"	"Ch 153 [5.765 GHz]"	""	"17 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:52	FA:9F:C2:38:8F:9A	""	""	""	""	-96	0	""	"Ch 40 [5.200 GHz]"	""	""	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	""
03/12/2025 12:43:52	D0:4D:C6:F2:EC:92	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-96	0	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"12%"
03/12/2025 12:43:52	F6:9F:C2:38:8F:9A	""	""	""	""	-95	0	""	"Ch 40 [5.200 GHz]"	""	""	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	""
03/12/2025 12:43:52	1C:28:AF:5C:3A:12	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-94	3	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 12:43:52	1C:28:AF:5C:3A:10	"Hewlett Packard Enterprise"	"eduroam"	""	""	-94	3	"9"	"Ch 153 [5.765 GHz]"	""	"9 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 12:43:52	D0:4D:C6:F2:A8:D0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-93	6	"3"	"Ch 64 [5.320 GHz]"	""	"3 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	1C:28:AF:5C:3A:11	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-93	6	"0"	"Ch 153 [5.765 GHz]"	""	"0 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 12:43:52	D0:4D:C6:F2:A8:D2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-92	9	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	D0:4D:C6:F2:EA:F1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-92	9	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"6%"
03/12/2025 12:43:52	D0:4D:C6:F2:EA:F2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-92	9	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"6%"
03/12/2025 12:43:52	D0:4D:C6:F2:A8:D1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-92	9	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	D0:4D:C6:F2:EA:F0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-92	9	"3"	"Ch 36 [5.180 GHz]"	""	"3 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	1C:28:AF:5B:FC:92	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-91	12	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 12:43:52	1C:28:AF:5B:FC:91	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-91	12	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 12:43:52	1C:28:AF:5B:FC:90	"Hewlett Packard Enterprise"	"eduroam"	""	""	-90	15	"17"	"Ch 44 [5.220 GHz]"	""	"17 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"9%"
03/12/2025 12:43:52	D0:4D:C6:F2:EA:E1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-86	27	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:52	D0:4D:C6:F2:DD:F0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-86	27	"10"	"Ch 116 [5.580 GHz]"	""	"10 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 12:43:52	D0:4D:C6:F2:EA:E2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-86	27	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:52	D0:4D:C6:F2:DD:F2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-86	27	"0"	"Ch 116 [5.580 GHz]"	""	"0 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 12:43:52	D0:4D:C6:F2:DD:F1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-86	27	"0"	"Ch 116 [5.580 GHz]"	""	"0 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 12:43:52	D0:4D:C6:F2:D2:D0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-83	36	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 3% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"3%"
03/12/2025 12:43:52	D0:4D:C6:F2:DD:E1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-82	39	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 48% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"48%"
03/12/2025 12:43:52	9E:1B:3C:73:AA:34	""	"iPhone 13"	""	""	-80	45	"1"	"Ch 44 [5.220 GHz]"	""	"1 Station"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	""
03/12/2025 12:43:52	D0:4D:C6:F2:9D:E2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-80	45	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 50% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"50%"
03/12/2025 12:43:52	D0:4D:C6:F2:50:11	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-80	45	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	D0:4D:C6:F2:50:00	"Hewlett Packard Enterprise"	"eduroam"	""	""	-79	48	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 12:43:52	D0:4D:C6:F2:50:12	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-79	48	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	D0:4D:C6:F2:50:10	"Hewlett Packard Enterprise"	"eduroam"	""	""	-79	48	"7"	"Ch 100 [5.500 GHz]"	""	"7 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	1C:28:AF:5C:3A:01	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-79	48	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"30%"
03/12/2025 12:43:52	D0:4D:C6:F2:A8:C2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-78	51	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"13%"
03/12/2025 12:43:52	1C:28:AF:5C:3A:00	"Hewlett Packard Enterprise"	"eduroam"	""	""	-78	51	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"30%"
03/12/2025 12:43:52	D0:4D:C6:F2:FA:00	"Hewlett Packard Enterprise"	"eduroam"	""	""	-77	54	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	D0:4D:C6:F2:99:50	"Hewlett Packard Enterprise"	"eduroam"	""	""	-77	54	"8"	"Ch 44 [5.220 GHz]"	""	"8 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:52	D0:4D:C6:F2:A8:C0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-77	54	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"13%"
03/12/2025 12:43:52	D0:4D:C6:F2:50:01	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-77	54	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"23%"
03/12/2025 12:43:52	D0:4D:C6:F2:FA:01	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-76	57	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 24% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"24%"
03/12/2025 12:43:52	D0:4D:C6:F2:50:02	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-76	57	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 12:43:52	D0:4D:C6:F2:D2:C2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-76	57	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"16%"
03/12/2025 12:43:52	D0:4D:C6:F2:FA:02	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-75	60	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	D0:4D:C6:F2:D2:C0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-75	60	"5"	"Ch 6 [2.437 GHz]"	""	"5 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"16%"
03/12/2025 12:43:52	D0:4D:C6:F2:99:41	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-75	60	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	1C:28:AF:5C:42:91	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 12:43:52	1C:28:AF:5C:42:90	"Hewlett Packard Enterprise"	"eduroam"	""	""	-74	63	"2"	"Ch 108 [5.540 GHz]"	""	"2 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 12:43:52	D0:4D:C6:F2:FA:12	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-74	63	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"13%"
03/12/2025 12:43:52	D0:4D:C6:F2:FA:11	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"13%"
03/12/2025 12:43:52	D0:4D:C6:F2:FA:10	"Hewlett Packard Enterprise"	"eduroam"	""	""	-74	63	"6"	"Ch 136 [5.680 GHz]"	""	"6 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"13%"
03/12/2025 12:43:52	1C:28:AF:5C:42:92	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-74	63	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 2% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"2%"
03/12/2025 12:43:52	D0:4D:C6:F2:D2:C1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"16%"
03/12/2025 12:43:52	D0:4D:C6:F2:99:40	"Hewlett Packard Enterprise"	"eduroam"	""	""	-73	66	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	1C:28:AF:5C:3A:02	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-73	66	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"30%"
03/12/2025 12:43:52	D0:4D:C6:F2:66:D2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-73	66	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 12:43:52	D0:4D:C6:F2:A8:C1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-72	69	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"13%"
03/12/2025 12:43:52	D0:4D:C6:F2:66:C0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-72	69	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 12:43:52	D0:4D:C6:F2:99:51	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-72	69	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:52	D0:4D:C6:F2:99:42	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-72	69	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"19%"
03/12/2025 12:43:52	1C:28:AF:61:E6:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-71	72	"0"	"Ch 120 [5.600 GHz]"	""	"0 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 12:43:52	1C:28:AF:61:E6:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 120 [5.600 GHz]"	""	"0 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 12:43:52	D0:4D:C6:F2:D2:D1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 3% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"3%"
03/12/2025 12:43:52	D0:4D:C6:F2:66:D1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 12:43:52	D0:4D:C6:F2:66:D0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-71	72	"15"	"Ch 52 [5.260 GHz]"	""	"15 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"7%"
03/12/2025 12:43:52	D0:4D:C6:F2:99:52	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-71	72	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"8%"
03/12/2025 12:43:52	D0:4D:C6:F2:66:C1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 18% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"18%"
03/12/2025 12:43:52	D0:4D:C6:F2:D2:D2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-71	72	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 3% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"3%"
03/12/2025 12:43:52	D0:4D:C6:F2:66:C2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-70	75	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"20%"
03/12/2025 12:43:52	1C:28:AF:5B:E9:A2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-69	76	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 52% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"52%"
03/12/2025 12:43:52	1C:28:AF:5B:E9:B2	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-68	77	"0"	"Ch 157 [5.785 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	1C:28:AF:5B:E9:B1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-68	77	"0"	"Ch 157 [5.785 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	1C:28:AF:5B:E9:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-68	77	"18"	"Ch 157 [5.785 GHz]"	""	"18 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"5%"
03/12/2025 12:43:52	1C:28:AF:5B:E9:A0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-68	77	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 52% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"52%"
03/12/2025 12:43:52	1C:28:AF:5C:42:81	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-68	77	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 34% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"34%"
03/12/2025 12:43:52	1C:28:AF:5C:42:80	"Hewlett Packard Enterprise"	"eduroam"	""	""	-68	77	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 29% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"29%"
03/12/2025 12:43:52	1C:28:AF:5C:42:82	"Hewlett Packard Enterprise"	"TUD-facility"	""	""	-67	77	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 34% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"34%"
03/12/2025 12:43:52	1C:28:AF:5B:E9:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-67	77	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 52% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"52%"
03/12/2025 12:43:52	1C:28:AF:61:E6:B0	"Hewlett Packard Enterprise"	"eduroam"	""	""	-62	80	"3"	"Ch 120 [5.600 GHz]"	""	"3 Stations, 1% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"1%"
03/12/2025 12:43:52	1C:28:AF:61:E6:A1	"Hewlett Packard Enterprise"	"tudelft-dastud"	""	""	-61	81	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 18% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"	"18%"
