datetime,MAC Address,SSID,Signal Strength
03/12/2025 12:42:06,D0:4D:C6:F2:EA:F0,eduroam,-94
03/12/2025 12:42:06,1C:28:AF:5C:3A:10,eduroam,-92
03/12/2025 12:42:06,1C:28:AF:5B:FC:90,eduroam,-92
03/12/2025 12:42:06,D0:4D:C6:F2:A8:D0,eduroam,-90
03/12/2025 12:42:06,D0:4D:C6:F2:DD:F0,eduroam,-87
03/12/2025 12:42:06,D0:4D:C6:F2:50:10,eduroam,-82
03/12/2025 12:42:06,1C:28:AF:5C:3A:00,eduroam,-79
03/12/2025 12:42:06,D0:4D:C6:F2:50:00,eduroam,-78
03/12/2025 12:42:06,D0:4D:C6:F2:DD:E0,eduroam,-78
03/12/2025 12:42:06,D0:4D:C6:F2:FA:00,eduroam,-77
03/12/2025 12:42:06,D0:4D:C6:F2:99:50,eduroam,-77
03/12/2025 12:42:06,D0:4D:C6:F2:66:D0,eduroam,-75
03/12/2025 12:42:06,D0:4D:C6:F2:FA:10,eduroam,-74
03/12/2025 12:42:06,D0:4D:C6:F2:99:40,eduroam,-74
03/12/2025 12:42:06,D0:4D:C6:F2:D2:C0,eduroam,-73
03/12/2025 12:42:06,1C:28:AF:5B:E9:B0,eduroam,-70
03/12/2025 12:42:06,D0:4D:C6:F2:66:C0,eduroam,-70
03/12/2025 12:42:06,1C:28:AF:5B:E9:A0,eduroam,-69
03/12/2025 12:42:06,1C:28:AF:5C:42:80,eduroam,-69
03/12/2025 12:42:06,1C:28:AF:61:E6:B0,eduroam,-63
03/12/2025 12:42:06,D0:4D:C6:F2:ED:A0,eduroam,-63
03/12/2025 12:42:06,1C:28:AF:61:E6:A0,eduroam,-61
03/12/2025 12:42:06,D0:4D:C6:F2:C8:70,eduroam,-60
03/12/2025 12:42:06,D0:4D:C6:F2:ED:B0,eduroam,-59
03/12/2025 12:42:06,D0:4D:C6:F2:C8:60,eduroam,-52
03/12/2025 12:42:06,1C:28:AF:5C:42:90,eduroam,-76
03/12/2025 12:42:06,D0:4D:C6:F2:EA:E0,eduroam,-86
03/12/2025 12:42:06,D0:4D:C6:F2:9D:E0,eduroam,-84
03/12/2025 12:42:11,D0:4D:C6:F2:EA:F0,eduroam,-94
03/12/2025 12:42:11,1C:28:AF:5C:3A:10,eduroam,-94
03/12/2025 12:42:11,D0:4D:C6:F2:A8:D0,eduroam,-91
03/12/2025 12:42:11,1C:28:AF:5B:FC:90,eduroam,-91
03/12/2025 12:42:11,D0:4D:C6:F2:DD:F0,eduroam,-86
03/12/2025 12:42:11,D0:4D:C6:F2:50:10,eduroam,-80
03/12/2025 12:42:11,D0:4D:C6:F2:50:00,eduroam,-78
03/12/2025 12:42:11,D0:4D:C6:F2:DD:E0,eduroam,-78
03/12/2025 12:42:11,1C:28:AF:5C:42:90,eduroam,-77
03/12/2025 12:42:11,D0:4D:C6:F2:99:50,eduroam,-77
03/12/2025 12:42:11,1C:28:AF:5C:3A:00,eduroam,-77
03/12/2025 12:42:11,D0:4D:C6:F2:66:D0,eduroam,-75
03/12/2025 12:42:11,D0:4D:C6:F2:FA:10,eduroam,-75
03/12/2025 12:42:11,D0:4D:C6:F2:FA:00,eduroam,-74
03/12/2025 12:42:11,D0:4D:C6:F2:99:40,eduroam,-74
03/12/2025 12:42:11,D0:4D:C6:F2:D2:C0,eduroam,-73
03/12/2025 12:42:11,D0:4D:C6:F2:66:C0,eduroam,-70
03/12/2025 12:42:11,1C:28:AF:5B:E9:B0,eduroam,-70
03/12/2025 12:42:11,1C:28:AF:5C:42:80,eduroam,-69
03/12/2025 12:42:11,1C:28:AF:61:E6:B0,eduroam,-67
03/12/2025 12:42:11,D0:4D:C6:F2:ED:A0,eduroam,-67
03/12/2025 12:42:11,1C:28:AF:5B:E9:A0,eduroam,-66
03/12/2025 12:42:11,D0:4D:C6:F2:C8:70,eduroam,-59
03/12/2025 12:42:11,D0:4D:C6:F2:ED:B0,eduroam,-59
03/12/2025 12:42:11,1C:28:AF:61:E6:A0,eduroam,-58
03/12/2025 12:42:11,D0:4D:C6:F2:C8:60,eduroam,-52
03/12/2025 12:42:11,D0:4D:C6:F2:D2:D0,eduroam,-85
03/12/2025 12:42:17,D0:4D:C6:F2:EA:F0,eduroam,-92
